Ngo Name,Mobile No,Email,City
Double Hand,9650843043,doublehandngo@gmail.com,"ROS/NOR/229/2011, DELHI, DELHI"
Sri Selliah Memorial Trust,9443716520,ssmtrust@gmail.com,"83/93, Tiruchirappalli, TAMIL NADU"
Mahima Samajik Seva Sansthan,9837420408,mahimango2014@gmail.com,"11984-S, Shamli, UTTAR PRADESH"
Health Education and Development Society,9443564986,headsrs@gmail.com,"3591, Kulithalai, TAMIL NADU"
SUGAM SAHITYA SANCHAR SAMITI,9334442401,jantamarch@gmail.com,"35, PATNA, BIHAR"
Rashtravikas Agro Education Sanstha,9422618407,rashtravikas@yahoo.co.in,"Maha./3837/Jalgaon, Jalgaon, MAHARASHTRA"
youths rural development organisation,9620411123,youthsrdo88@gmail.com,"DVG-S81-2013-14, DAVANGARE, KARNATAKA"
Shri Sai Educational and Welfare Association,9971521133,ssewa.ngo@gmail.com,"S/44241, Vasundhara, DELHI"
INDIAN SOCIAL RESPONSIBILITY NETWORK,9818394477,ceo@isrn.in,"IN-DL77664259596692M, NEW DELHI, DELHI"
MAHESHPUR MINOTI SOCIETY,9775159366,basantimes@gmail.com,"S/1L/81675, BASANTI, WEST BENGAL"
Society For Community Development,9891591460,sfcdngo@gmail.com,"546/2015, Delhi, DELHI"
Harsha Trust,9437153811,harshaho@harshatrust.org,"211, Bhubaneswar, ORISSA"
Shree Shanishwar Seva Sanstha,9998002769,info@shanishwartrust.org,"E/7437/Vadodara, Vadodara, GUJARAT"
pavan gram vikash trust aashiyapat,9429215864,pavangramvikashtrust@gmail.com,"F/620/porbandar, porbandar, GUJARAT"
helping helpless welfare society,8574726024,imrankhan16sep93@gmail.com,"50841, kanpur, UTTAR PRADESH"
Martin Luthar Women Education Seva Sangastha,9231831779,martinlutharmothereducation@gmail.com,"S/2L/31855, KOLKATA, WEST BENGAL"
Keshiary May Fair Society,9733745980,info.kmayfairsociety@gmail.com,"S/1L/98432, Medinipur, WEST BENGAL"
GOPALPUR NABA UNMESH,9732584099,gopalpurnu@gmail.com,"S/1L/91388 of 2012-2013, KOLKATA, WEST BENGAL"
Khreh Society,9436438003,khrehsociety@yahoo.in,"5903, Phek, NAGALAND"
HEALTH EDUCATIONAL AWARENESS FOR  LACKLUSTRE RURAL PEOPLE CHARITABLE TRUST,9443825658,healerode.tn@gmail.com,"50/2003, NAMAKKAL, TAMIL NADU"
CHANGKHOL SATHEK JAGOI,8794927622,changkholsathekjagoi@yahoo.com,"276 OF 2010, IMPHAL, MANIPUR"
OSIYAN SHIKSHA PRASAR SAMITI,9300683552,ospsgwalior2006@gmail.com,"02/42/01/10750/06, GWALIOR, MADHYA PRADESH"
ALMIGHTY INTERNATIONAL SOCIETY,9417773661,helo2k11@rediffmail.com,"DIC/DRA/6359, Malerkotla, PUNJAB"
SHARE TRUST FOR THE DEVELOPMENT OF WOMEN AND CHILDREN,9894430108,sharegpd@gmail.com,"615 / 1998, CHENNAI, TAMIL NADU"
RENUKADEVI SHIKSHAN PRASARAK MANDAL KUKANE,9623537388,rajlondhe0060@gmail.com,"F-3456, MALEGAON, MAHARASHTRA"
Ranglok Sanskritik Sansthan Trust,9837774940,rangloksansthan@gmail.com,"196, AGRA, UTTAR PRADESH"
SANKALP Welfare society,9848519555,sankalporg.ap@gmail.com,"3673 of 2001, Hyderabad, TELANGANA"
TRUST FOR YOUTH AND CHILD LEADERSHIP,9626804025,admin@tycl.org.in,"289/2011, PUDUCHERRY, PUDUCHERRY"
PRATISHTHA DELHI,8285261943,pratishtha.org2014@gmail.com,"23, DELHI, DELHI"
The Athens Charitable and Educational Trust,9500009477,theathenstrust@gmail.com,"132, Tiruvannamalai, TAMIL NADU"
LC EDUCATION SOCIETY,9992900054,lceducation26@gmail.com,"250, hisar, HARYANA"
BARGAD,9205232236,bargad.ngo@gmail.com,"1584, NEW DELHI, DELHI"
ABHINAV MANAV KALYAN SAMITI,9425079301,abhinav_manav@yahoo.in,"819, BHOPAL, MADHYA PRADESH"
Jangoraitad Adivasi Vikas Sanstha,9225220895,amolmandar@gmail.com,"F-8331, Nagpur, MAHARASHTRA"
Shubham Foundation,9374220471,jigar.858@gmail.com,"F/2786/Sabarkantha, Khedbrahma, GUJARAT"
PEOPLES LIFELINE SOCIETY,8131966512,plls.society@gmail.com,"NO. 470, Thoubal, MANIPUR"
Quikwit Social Welfare Foundation,8197136333,avin@Quikwit.org,"U93000KA2015NPL080932, Periyapatna, KARNATAKA"
Naveen Ankur Mahila Mandal,9303121846,naveenankur2011@gmail.com,"5189, Raipur, CHHATTISGARH"
Triteertha,7583925175,triteertha.gabindaangan@gmail.com,"S/14995/1974-75, Balurghat, WEST BENGAL"
Forever Rural Integrated and Educational Needs Development Society,8500085060,friendsorg.online@gmail.com,"116/2013, Singarayakonda, ANDHRA PRADESH"
OPERATION MISSION AND EVANGELICAL GROWTH ASSOCIATION TRUST,9894774636,omegatrustindia@gmail.com,"9/BK4/13, MANAMADURAI, TAMIL NADU"
Mani Krishnaswami Academy,9742792669,maniacademy@gmail.com,"M-103/12A/CIT/MNG/207.08, Mangalore, KARNATAKA"
LIFELINE FOUNDATION FOR RESEARCH AND HEALTH SERVICES,9422401000,foundationlifeline@gmail.com,"E290SINDHUDURG, DEVGAD, MAHARASHTRA"
Juvajyoti Club,8598843157,juvajyoti_84@yahoo.in,"391-230 of 1983-84, Khordha, ORISSA"
Master Education and welfare Society Deulghat,8483826573,masteredu66@gmail.com,"MH-03/2009F-10527, DEULGHAT, MAHARASHTRA"
Hazra Adhiti,9830506801,adhitiofficial15@gmail.com,"S/IL/NO.97285, Kolkata, WEST BENGAL"
Rural Welfare Society,9864011663,rwsassam2002@gmail.com,"KARBI/249/07, Guwahati, ASSAM"
Pragati Rath,8400930355,info@pragatirath.org,"453/2012-13, Jhansi, UTTAR PRADESH"
Yash Education Society,9766573983,vtpyash@yahoo.com,"F/20378/Pune, Nira, MAHARASHTRA"
We The People,8130933300,ajaya.mohapatra@wethepeople.co.in,"S-53288, New Delhi, DELHI"
HaritaDhara Research Development and Education Foundation,9456550149,info@hrdef.org,"U74999UR2014NPL001313, Dehradun, UTTARAKHAND"
Dr Anand Amrut Patil Foundation,9890123703,rellino@hotmail.com,"F-13798-NSK, NASHIK, MAHARASHTRA"
Puttenahalli Neighbourhood Lake Improvement Trust,7259722996,pnlitonline@gmail.com,"BNG(U)-129-2010-11, Bangalore, KARNATAKA"
Jai durga bahuddeshiya shikshan sanstha,7387165098,info@jdbuss.org,"MAHA/639/97, Nagpur, MAHARASHTRA"
Shri Ashtavinayak Shaikshanik and Sanskrutik Mandal Jalgaon,9370000900,shri_assm@yahoo.com,"MH/5766/Jalgaon, Jalgaon, MAHARASHTRA"
HELP FOUNDATION,7800866669,help.ngo2021@gmail.com,"340, LUCKNOW, UTTAR PRADESH"
vidhya kiran education society chittorgarh,7220072550,brijraj2@gmail.com,"61/cor/2012-13, chittorgarh, RAJASTHAN"
Al Jawwad Welfare Trust,9845481337,aljawwadtrust@gmail.com,"94/2010, Adoni, ANDHRA PRADESH"
Navjeevan sewa sansthan jaisalmer,9610163100,navjeevansewasansthan@gmail.com,"38 jaisal 2007-08, jaisalmer, RAJASTHAN"
Green Voice International,9444616363,forgreenvoice@gmail.com,"37/14, Chennai, TAMIL NADU"
NAVABHARATH RURTAL AND EDUCATIONAL SOCIETY,9845293070,navabharathorg@gmail.com,"188/1995, CHINTHAMANI, ANDHRA PRADESH"
Concern For India Foundation,8867310105,concernforindiafoundation@gmail.com,"DRB/SOR/111/15-16, Bangalore, KARNATAKA"
suhail people care foundation,9868665039,spcfngo@gmail.com,"ros/north/472/2012, Delhi, DELHI"
LISE UNIVERSAL FOUNDATION,9957993909,liseuniversalfoundation@gmail.com,"RS/1440 of 1986-1987, NAGAON, ASSAM"
Malmatha Parisar Shikshan Prasarak Mandal Nagpur V,8975070744,malmatha.spm@gmail.com,"MAH/3581/Dhule, Nagpur V, MAHARASHTRA"
dream zone association,8052666293,dreamzone.brh@gmail.com,"551/F-41694, bahraich, UTTAR PRADESH"
BUDDHIST CULTURAL SOCIETY OF KEY GOMPA,9459038919,Chhldimkee@gmail.com,"2/94/81, Kaza, HIMACHAL PRADESH"
Pandua Mogra Prakhand Hindi Siksha Kendra,9330993080,prakhandhindi.siksa@gmail.com,"S/2L No 29696 of 2014-2015, Pandua, WEST BENGAL"
Bally Utsav Samity,8420224281,a_dasmazumdar@rediffmail.com,"S/IL/95219of 2012-13, Bally, WEST BENGAL"
MAHARSHI ARVIND FOUNDATION,9819569093,narkhede.pranav7@gmail.com,"E26569(mumbai), Mumbai, MAHARASHTRA"
AASHA FOUNDATION MIRAJ,9890230409,aashafoundation@yahoo.com,"313/09, Miraj, MAHARASHTRA"
WE CARE IT EDUCATIONAL TRUST,9419035888,wetechgroupjk@gmail.com,"694013, BARAMULLA, JAMMU & KASHMIR"
Museum of Christian Art Goa,9890031510,museumofchristianart@gmail.com,"122/Goa/92, OLD GOA, GOA"
NURTYANGANA,9439673013,nurtyangana@gmail.com,"3180/97, DHENKANAL, ORISSA"
Mariyam Chrition Welfare Society,9350156507,maryamcwsociety@gmail.com,"S/53861, Delhi, DELHI"
smt saraswati devi memorial educational and welfare society,8567900777,sdmewsociety@gmail.com,"hosh/388/08-09, Hoshiarpur , PUNJAB"
CHANDRA SUNDRA TRUST,9323046107,chandrasundratrust@gmail.com,"E-27150, Mumbai, MAHARASHTRA"
shantiniketan vikas samiti bhilai,9303665589,bnkashyap69@gmail.com,"2469, Bhilai, CHHATTISGARH"
AL HIRA EDUCATIONAL AND MINORITY WELFARE SOCIETY,8123705768,fshimoga44@gmail.com,"BIJ-S-94/2007-08, Bijapur, KARNATAKA"
United Way of India,9820146917,contact@unitedwayofindia.org,"S/66400/2009, Delhi, DELHI"
Nrityaangan,9845091838,nrityaangan@gmail.com,"MGC-4-00072-2012-13, Mangaluru, KARNATAKA"
Hope Skill Development Society,9044468680,tajendra.ji@gmail.com,"392/2013-2014, SHAHJAHANPUR, UTTAR PRADESH"
SHRI ASTHAVINAYAK SHIKSHAN PRASARAK MANDAL BEED,9011045555,rajesh.jadhav.patil@gmail.com,"F-8031, AURANGABAD, MAHARASHTRA"
abbasi educational and welfare trust,8800237432,aewtdelhi@gmail.com,"1228, NEW DELHI, DELHI"
WORLD OF INITIATIVE SATIETY AND HEALTH FOUNDATION,8961222200,sabuj@wishonline.in,"S/1L/93810, HOWRAH, WEST BENGAL"
creative attempts in rural development,9411348163,card.pithoragarh@gmail.com,"10698H, Pithoragarh, UTTARAKHAND"
UNIQUE WOMEN DEVELOPMENT AND MULTIPURPOSE SOCIETY,9822879953,sambhajimane358@gmail.com,"MAHA/864/2010, HINGOLI, MAHARASHTRA"
SUVARNA EDUCATIONAL TRUST,9844483444,suvarnacollege@gmail.com,"75/2007-08, DHARWAD, KARNATAKA"
SHRI SHYAM SUNDER GUPTA MEMORIAL SEWA SANSTHAN JHANSI,9451832203,radhagovindgupta@gmail.com,"268, jhansi, UTTAR PRADESH"
Childhood Enhancement through Training and Action,9811432012,chetnacncp@gmail.com,"6664/IV/698/46-54, New Delhi, DELHI"
ORRISSA Organisation for Rural Reconstruction And Integrated Social Service Activities,7894393405,orrissabbsr@gmail.com,"1838-102 of 1988-89, Bhubaneswar, ORISSA"
Sarvoday vindhya vikas samiti,9893956160,shashimishra213@gmail.com,"105, rewa, MADHYA PRADESH"
TAPI EDUCATIONAL AND CULTURAL TRUST,9975284795,tpeact@gmail.com,"F-3858/DHULE, SHINDKHEDA, MAHARASHTRA"
SMT PARVATABAI TULSHIRAM GARUD SAMAJIK SHAISHNIK SANSKRUTIK KALA KRIDA SANSTHA MALEGAON,9423965167,aditi4ume@gmail.com,"MAHARASHTRA/368/2011/NASHIK, MALEGAON, MAHARASHTRA"
BABURAM DEVRAJ WELFARE SOCIETY,8292288210,info.bdgroupbihar@gmail.com,"191/2015-16, GOPALGANJ, BIHAR"
Maharshi Dayanand Society for Technical Education,7566639767,mditmdit2233@gmail.com,"04/14/01/15320/13, Jabalpur, MADHYA PRADESH"
Al Yameen Educational Charitable Trust,9341701352,alyameenectrust@gmail.com,"SHV-4-00237-2012-13, Bangalore, KARNATAKA"
Shree Cultural Association,9437344937,scatheater@gmail.com,"SBL No.6274-46 of 2011-12, SAMBALPUR, ORISSA"
AN ADVANCE SOCIETY FOR HUMAN ADVANCEMENT RIGHTS ACTIVITY,9426544672,AASHARAFOUNDATION@GMAIL.COM,"F-15693/AHMEDABAD, AHMEDABAD, GUJARAT"
Neon Yuva evam Samaj Kalyan samiti,9425481535,neoncollage@gmail.com,"02/42/02/15674/12, DABRA, MADHYA PRADESH"
WHATSMORE FOUNDATION,9411812821,whatsmore@ymail.com,"967-2013-2014, LUCKNOW, UTTAR PRADESH"
wide vision welfare foundation,9015398516,widevision10@gmail.com,"S/59/2010, New Delhi, DELHI"
Life Foundation,9347092210,lifefoundationworld@gmail.com,"231/2011, Hyderabad, ANDHRA PRADESH"
Shree Saudagar Singh Educational and Welfare Society,9532939667,shreesaudagarsingh@gmail.com,"1862-2012-2013, Lucknow, UTTAR PRADESH"
SAMRIDHI SOCIETY,9358838895,societysamridhi@gmail.com,"AG63413, ALIGARH, UTTAR PRADESH"
St GABRIEL EDUCATIONAL AND CHARITABLE PUBLIC TRUST,9600992946,st.gabrieltrust@gmail.com,"2148/2015, Puducherrry, PUDUCHERRY"
SAMRRAT SIE KALARA PUJHARI,9861099820,samrratsiekalarapujhari@yahoo.in,"41081308194, Bhubaneswar, ORISSA"
AANGAN,7503675506,aangan1@yahoo.com,"898090, NEW DELHI, DELHI"
Yahowah Academy for Performing Arts,9839704858,yahowahacademy@gmail.com,"2382-2012-2013, Lucknow, UTTAR PRADESH"
THE RISING STAR TRUST,7409931699,therisingstartrust@gmail.com,"1588, North east delhi, DELHI"
Social Impact Development Foundation,7053144432,socialimpactdevelopfoundation@gmail.com,"Regd No.  995/4-4/115/152, New Delhi, DELHI"
AADIKALA MANCH,9693588168,aadikalamanch@gmail.com,"1378, simdega, JHARKHAND"
JANSRISHTI,9334129276,jansrishti2002@gmail.com,"1220/2002-2003, BIHARSHARIF, BIHAR"
BODHISATVA SOCIETY,8083758276,bodhisatvasociety@gmail.com,"2700/2009-2010, GAYA, BIHAR"
Yasmin Foundation,9431868083,foundationyasmin@gmail.com,"S/31672/1997, Katihar, BIHAR"
Women International Social Empowerments Rehabilitation Trust WISER Madurai,7871231415,wisertrustindia@gmail.com,"474-2007, Madurai, TAMIL NADU"
Varaha Trust,7598300085,varahatrust@gmail.com,"85/2015, Thanjavur, TAMIL NADU"
Ireipak Development Society,9612509794,ireipak23121992@gmail.com,"2571, imphal West, MANIPUR"
mata rani adarsh vikash samiti,9936852935,rajbhakta09@gmail.com,"1509/2010-2011, Allahabad, UTTAR PRADESH"
feel good mahila uthan society,9977911779,feelgud007@gmail.com,"cg rajya-2814, raipur, CHHATTISGARH"
SWAMI VIVEKANANDA FOUNDATION,9748429292,vivekananda_foundation@yahoo.com,"IV-190303958 OF 2015, KOLKATA, WEST BENGAL"
Mewat Ahlehadees Education And Welfare Society Misa Colony Pinangwan,9813466925,sautulquraan083@gmail.com,"0051, Punhana, HARYANA"
GREATER NEW LIFE ASSOCIATION,9706475362,greaternewlifeassociation@gmail.com,"NG/254/I/64 of 2009, Nagaon, ASSAM"
PVLNR and KSB MEMORIALCHARITABLE TRUST,9885725505,parchasreenivasarao@gmail.com,"110/2013, khammam, TELANGANA"
PNB Education Social and Welfare Society,8390979085,pnb303@gmail.com,"MH/57/N, Malegaon, MAHARASHTRA"
YOUTH EFFORTS FOR SOCIETY TRUST,9741271793,youtheffortsforsociety@gmail.com,"MYE-4-00254-2015-16, MYSORE, KARNATAKA"
Team Everest,8939912365,info@teameverest.ngo,"2292/09, Arni, TAMIL NADU"
SARSA,9854110905,sarsa_assam@rediffmail.com,"DAR/247/I/38, MANGALDAI, ASSAM"
DWARIKA SHIKSHAN SANSTHANAM,7275300498,dwarikass@rediffmail.com,"707, Chandauli, UTTAR PRADESH"
GULISTAN BHAGAT THEATRE HATMULLAH,9797095312,gulistanbhagattheatre@gmail.com,"2368-S, KUPWARA, JAMMU & KASHMIR"
Gram Unnati Foundation,9971119361,aneesh.jain@gram-unnati.org,"U93000DL2013NPL250997, Gurgaon, HARYANA"
Shrinath Acupressure sodh Sansthan Bhilwara,9214974194,rks294255@gmail.com,"09/Bhilwara/2008-09, Bhilwara, RAJASTHAN"
KRUSHNA GRAMIN BAHU UDDESHIY SANSTHA,9011065024,krushnagramin@gmail.com,"F-18042, Shrirampur, MAHARASHTRA"
Natural Human Resources Development Institute,9838680414,nhrdi@outlook.com,"838/1990-91, faizabad, UTTAR PRADESH"
Kalyani Center for Sustainable Development,9433114441,kcsdilsoba@gmail.com,"S/2L/35322 of 2015-16, Pandua, WEST BENGAL"
ASHI EDUCATIONAL WELFARE SOCIETY,9760342564,siddiqui7868@ymail.com,"902, AMROHA, UTTAR PRADESH"
COUNCIL FOR TECHNICAL EDUCATION,9400163111,snil2balan@gmail.com,"2471, KOLLAM, KERALA"
utthan trust,7053000938,info@utthantrust.org,"346, delhi, DELHI"
RIGHT INITIATIVE FOR SOCIAL ENLIGHTENMENT,7894162672,ranjan.rise@gmail.com,"23476/12 of 2013-2014, BHUBANESWAR, ORISSA"
NISTAR TRUST,8763889276,nistartrust@gmail.com,"40611306236, BERHAMPUR, ORISSA"
KUNJA DANCE ACADEMY,9612620275,kdamanipur@gmail.com,"484/SR(IE)/2011, IMPHAL, MANIPUR"
Suruday Welfare Society,9826358600,surudaydhruv70@gmail.com,"02/42/01/12470/09, shivpuri, MADHYA PRADESH"
Adarsh Shikshan Prasark Mandal Savarde,9730730186,adarshshikshanmandal@rediffmail.com,"maharashtra/23733/kolhapur, Hatkalangde, MAHARASHTRA"
JAN VIKALP,9431001929,jan4vikalp@gmail.com,"269, Sitamarhi, BIHAR"
ADDHYAYAN,9735390008,addhyayan.db@gmail.com,"IV-02602 of 2015, SOUTH TWENTY FOUR PARGANAS, WEST BENGAL"
Sevabharathi Thentamilnadu,8903012987,sevattn@gmail.com,"IV 339/2011, Tiruchirappalli, TAMIL NADU"
ASSOCIATION FOR RURAL AND TRIBAL IMPROVEMENT,9566305576,artipadagam@gmail.com,"42 / 1990, POLUR, TAMIL NADU"
late shrimati kastoori devi shiksha samiti uttar pradesh,9319219158,shdvsngh70@gmail.com,"2287/2004-05, AGRA, UTTAR PRADESH"
HUMAN RIGHTS PROTECTION AND AWARENESS COUNCIL,9954986687,hrpacindia@gmail.com,"RS/MRG/245/F/106, MORIGAON, ASSAM"
THAPASYA,9447603957,thapasyakerala@gmail.com,"188/79, KOCHI, KERALA"
PARIVERTAN,9919503539,parivertan2008.lko@gmail.com,"354/2008-2009, LUCKNOW, UTTAR PRADESH"
nai disha gyan samiti,9770427688,parmarshri88@gmail.com,"07/36/06/10392, shujalpur, MADHYA PRADESH"
Shri Shri Partha Sarathi Bhuma Sukh Ashram,9734522849,parthasarathibhumasukh2009@gmail.com,"S/1L/65907, Mayapur, WEST BENGAL"
Sankalp Sodh Sansthan,9868629541,sankalp.research.institue@gmail.com,"350/2004-05, Delhi, DELHI"
organization for rural development and rehabilitation,9912866995,sairaju1977@rediffmail.com,"355/2008, AMADALAVALASA, ANDHRA PRADESH"
Shiv Shakti Kripa Foundation,9839055907,sskf2812@gmail.com,"755/2012, Kanpur, UTTAR PRADESH"
The Centre for Social and Cultural Development,8118909764,cscd.nambol@gmail.com,"4840 of 1983, Nambol, MANIPUR"
Ashraf educational and welfaire society,9808312840,mashrafululoom@gmail.com,"GHD0644, Roorkee, UTTARAKHAND"
CINEMATIC FOUNDATION OF INDIA,9748054634,cinematicfoundationofindia@gmail.com,"IV-03189/14, KOLKATA, WEST BENGAL"
LALBAB DHAMALI DANCE CENTRE,9086529427,damalidancecentre@gmail.com,"2856-s, Srinagar, JAMMU & KASHMIR"
Nitya Foundation,9818885691,nityafoundationindia@gmail.com,"00895/NE, DELHI, DELHI"
Kalyan Bharati,8653676176,kalyan.bharati407@gmail.com,"S/28175, KAMARKUNDU, WEST BENGAL"
EQIP Foundation,9360544422,s.ganesan@eqipfoundation.org,"U80302TZ2014NPL020665, Coimbatore, TAMIL NADU"
NORTH CALCUTTA NARI SHIKHYATAN,9836751413,manikabasu2000@gmail.com,"S/ 41071, Kolkata, WEST BENGAL"
Swabhimaan Educational And Charitable Trust,9839887940,swabhimaanvs@gmail.com,"1479, Orai, UTTAR PRADESH"
Basudev mahila avam bal vikas samiti mehgaon,9826214768,rkc.aisect@gmail.com,"4250, MEHGAON, MADHYA PRADESH"
PRAKRITI MAHILA VIKAS KENDRA,8878821009,prakriti_bgtmp@rediffmail.com,"04/21/05/08048/05, BALAGHAT, MADHYA PRADESH"
grass root population development society,9214037770,grpdsjaipur@gmail.com,"58, jaipur, RAJASTHAN"
KalaVishawa,9545753555,kvbsngp@gmail.com,"F-33580, Nagpur, MAHARASHTRA"
Social Network for Education Research and Humane Action,9447406342,snehango98@gmail.com,"1006/98, Vatakara, KERALA"
UPKAR JAN KALYAN SEWA SAMITI,9335387989,upkarjankalyansewasamiti@gmail.com,"114/2012-13, Kannauj, UTTAR PRADESH"
PATLIGRAM VIMLASHRAY FOUNDATION,7765958093,patligramvimlashrayfoundation@rediffmail.com,"2164, PATNA, BIHAR"
SAMANVIT SHIKSHA SANSTHAN,9599550153,mukesh.42@gmail.com,"1408/2002-2003, DELHI, DELHI"
ASHANURUP LOK SEVA SANSTHAN,9310211575,ashanurup@hotmail.com,"530, Patna, BIHAR"
Expert Bahuuddeshiya Sevabhavi Sanstha,8421951476,expertlasur@gmail.com,"MH1011/10, Lasur Station, MAHARASHTRA"
JANODAYA EKTASAMITI,9350921193,janodayaektasamiti@gmail.com,"0495, New Delhi, DELHI"
Kumbhira Minority Mission,9564703077,kumbhiraminoritymission228@gmail.com,"S/IL-61637, Kolkata, WEST BENGAL"
MA BHAGWATI NISAHAY SEWA SAMITI,9839378009,samit1039@gmail.com,"798, LAKHIMPUR, UTTAR PRADESH"
JHARKHAND UPKAR FOUNDATION,8757692029,mindmakers2014@gmail.com,"135, Chandrapura, JHARKHAND"
Gyani Jansewa Sansthan Banswara,9887687900,gjsbsw@gmail.com,"58/banswara/2015-16, Banswara, RAJASTHAN"
Nav Chetanya Foundation,7210209153,info@navchetanya.org.in,"1312, DELHI, DELHI"
Global Foundation for Eradication of Poverty and Social Evils,9862830571,glofepse@gmail.com,"423 of 1991, Churachandpur, MANIPUR"
Smt Indra Devi Memorial Jan Kalyan Sansthan,9887670170,idmjks03@gmail.com,"97/shriganganagar/2002-2003, Shankar Colony, RAJASTHAN"
Dnyankala Shikshan Santha,9822038460,kirannimbalkar31@gmail.com,"F21652/ ko, Kolhapur, MAHARASHTRA"
Organization for Poor Economical and Needs,9704476882,openindia@hotmail.com,"57/1993, Secunderabad, ANDHRA PRADESH"
SURAJ NARAYAN UCHH TAKNIKI SHIKSHAN SANSTHAN,8233084839,decoleskill@gmail.com,"88/Ajmer/2007-08, Ajmer, RAJASTHAN"
SOHAGPUR MITRA SANGH SAMITI,7566866707,kamalkirar1@gmail.com,"25530/12, SOHAGPUR, MADHYA PRADESH"
NIIT Yuva Jyoti Limited,9810256805,AVINASH.ANAND@NIIT.COM,"U80904DL2011PLC219784, Gurgaon, HARYANA"
Sripur Swami Vivekananda Welfare Society,9093734057,ssvws.bengal@gmail.com,"S/IL/33969, Jaynagar, WEST BENGAL"
Kherwadi Social Welfare Association,8828103532,ceo@yuvaparivartan.org,"3144, Mumbai, MAHARASHTRA"
WORLD HUMAN CARE FOUNDATION,8800259748,worldhumancarefoundation@gmail.com,"192, NEW DELHI, DELHI"
Adhara Shadja,9449203522,adharashadja@gmail.com,"SDP-4-00052-2014-15, Siddapura, KARNATAKA"
STAR EDUCATIONAL SOCIETY,9457166086,ses.bareilly@gmail.com,"B37694, Bareilly, UTTAR PRADESH"
RAJDHANI INSTITUTE OF INFORMATION TECHNOLOGY,9338333123,riitodisha@gmail.com,"739/2006, BHUBANESWAR, ORISSA"
GRAM SWARAJ FOUNDATION,7309444600,gramswarajfoundation@gmail.com,"09/2010-2011, GORAKHPIUR, UTTAR PRADESH"
Global Human Welfare Organisation,9906520092,ghworg6580@gmail.com,"6580-S-2014, Kulgam, JAMMU & KASHMIR"
UDAAN FSMHP,9911901948,sumit@udaan.org,"2110, NEW DELHI, DELHI"
The Sisters of St Elizabeth,9425745747,chetanaguna@gmail.com,"6528, Guna, MADHYA PRADESH"
The Association of Voluntary Agencies for Rural Development Manipur,9612500897,ht2avardem@gmail.com,"115/SR/1988, CHURACHANDPUR, MANIPUR"
antarrashtariya sarvodaya vikas sansthan,8765523364,asvs01989@gmail.com,"3815/1989-1990, Lucknow, UTTAR PRADESH"
Anticorruption and Human Rights Movement,9087856137,anticorruption.humanrights2007@gmail.com,"152/2007, krishnagiri, TAMIL NADU"
YUVA EKATA SEVA SANSTHAN,9097869571,yess8544@gmail.com,"3582, Darbhanga, BIHAR"
SAIPRATISHTHAN SEVABHAVI SANSTHA UNCHEGAON BK TQ HADGAON DIST NANDED,9763280260,hemantdeshmukh347@gmail.com,"MAH-315/2008, NANDED, MAHARASHTRA"
N I A C E FOUNDATION,9410467365,niacefoundation@gmail.com,"76, Haldwani, UTTARAKHAND"
Gyanendra Smruti Welfare Samiti,8120214591,largest12327@yahoo.com,"02/42/01/15690/12, Gwalior, MADHYA PRADESH"
ujwal rural development society newade tal shindkheda dist dhule,9423193554,arunpatil_007@rediffmail.com,"MH/3730/Dhule, shindkheda, MAHARASHTRA"
Late Sona Algonda Patil Charitable Trust Sangli,7588588445,sptrust@yahoo.com,"E-1318-2003-Sangli, Sangli, MAHARASHTRA"
society for community education and participation,9652928928,scepsociety@gmail.com,"4134/1994, Hyderabad, ANDHRA PRADESH"
BHARATIYA STREE SHAKTI,9821319835,nayanas63@gmail.com,"MAHAMUMBAI545/1991, Mumbai, MAHARASHTRA"
Rambhau Mhalgi Prabodhini,9958207742,ravi.pokharna@gmail.com,"F - 7863 Bom./82, Mumbai, MAHARASHTRA"
institute of yoga and Nutrition Sciences,9435040467,iynsghy@gmail.com,"10490 of 2013, Guwahati, ASSAM"
